id,text,aspect_term,aspect_term_polarity,aspect_term_from,aspect_term_to
22,Ease of use is just one of the benefits I love about my Mac.,use,positive,8,11
2576,"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral,81,90
1775,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive,57,65
,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive,100,105
,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive,36,42
382,"It took me a while top get away from the land of PCs, but now that I have, I can't see myself going back to it.",,,,
538,They discovered the manufacturer's defect and sent it in for repair.,,,,
2279,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,positive,10,15
,The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,positive,20,31
20,LOVE IT LOVE IT LOVE IT!,,,,
2917,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port,negative,26,35
,The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,S-video port,negative,42,54
550,The speakers on it are useless too.,speakers,negative,4,12
883,You may soon mistake my digitus medius as a lively pogo stick.,,,,
1004,This is not Best Buy's fault.,,,,
2068,I had meant to purchase the NB205 and bought this one by accident (long story).,,,,
1405,"Most of my papers could not be saved and when they could be, half the time, the papers were then erased.",,,,
590,I've had my MacBook Pro for three years now and still love it!,,,,
3076,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,neutral,0,7
,Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,surfing the web,neutral,41,56
2403,"Exactly that, users.",,,,
1768,Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,positive,0,6
2651,I have recommended this laptop to everyone I know who is buying one.,,,,
565,they will not let you down.,,,,
94,"Almost 4 years ago I bought what was then the current, up to date HP Pavilion--If I recall correctly, it was the dv 1300 t.",,,,
1044,"It's not a recommendation, it' a plea.",,,,
1936,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,negative,263,274
2859,"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,negative,31,43
,"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative,45,58
,"Some features arent friendly ( volume wheel, sound quality, etc.",features,negative,5,13
2745,"A cheaper price should not equal a ""cheap"" product.",price,positive,10,15
616,"-When I started worrying for not hearing anything from them, I tried to call.",,,,
2489,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,neutral,12,18
,"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral,39,49
736,"got another 1, and same issue.",,,,
2203,Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral,76,84
2986,They were able to set-up with labtops themselves within a few minutes.,,,,
3063,I consider myself an average user and this computer serves my need.,,,,
1053,Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,11,22
593,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery life,conflict,28,40
,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,negative,131,138
354,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,negative,37,49
,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",case,negative,68,72
,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,negative,97,114
,"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,negative,4,10
65,I would never buy a Dell again.,,,,
2010,  Later it held zero charge and its replacement worked for less than three months.,charge,negative,21,27
950,  The company sent me a whole new cord overnight and apologized.,cord,positive,34,38
2761,It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive,18,52
822,"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative,44,53
771,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative,4,7
1642,I am now frustrated that I still have to use my work issued Windows laptop!,,,,
577,It gives me the power and speed that I need to run all the programs I use to edit.,power,positive,16,21
,It gives me the power and speed that I need to run all the programs I use to edit.,speed,positive,26,31
,It gives me the power and speed that I need to run all the programs I use to edit.,programs,neutral,59,67
2247,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,positive,0,5
,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,Microsoft Office,neutral,32,48
1523,They don't crash.,,,,
2267,"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive,58,69
